No,話者,発話,ペルソナ,score
2971,B,良かった。そしたら気を使わなくていいですね。私は雨が苦手だからできればお天気のいい日にしてくださいね,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私は雨の日が苦手です。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 0, 0], '私は彼氏いない歴が長いです。': [0, 0, 0], '私は雨の日が苦手です。': [2, 2, 2]}"
2971,A,じゃあ晴れた日にするね。あ～あ…昔ハムスター飼ってたんだけど、また飼おうかな。彼女代わりに…。,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は東京に住んでいます。
私には彼氏がいません。
","{'私はブライダル関係の会社に勤務しています。': [0, 0, 0], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [2, 2, 2], '私は人と話すのが好きです。': [0, 0, 0], '私は雨の日が好きです。': [0, 0, 1], '私は東京に住んでいます。': [0, 0, 0], '私は東京の大学に行きたいと思っています。': [0, 0, 0]}"
2971,B,そうなんですか。私もハムスター飼ってて赤ちゃん生まれるからもらってください！,"私は北海道で生まれました。
私は東京に住んでみたいです。
私は一軒家に住んでいます。
私は介護福祉士です。
私は彼氏いない歴が長いです。
私は雨の日が苦手です。
","{'私は北海道で生まれました。': [0, 0, 0], '私は東京に住んでみたいです。': [0, 0, 0], '私は一軒家に住んでいます。': [0, 0, 0], '私は介護福祉士です。': [0, 0, 0], '私は彼氏いない歴が長いです。': [0, 0, 0], '私は新体操を習っていました。': [0, 0, 0]}"
2974,A,こんばんは！今、会社から帰ってきたところです。あなたは？,"私は姿勢が良いです。
私は空港会社に勤務しています。
私には尊敬する先輩がいます。
私には歳の離れた姉がいます。
私はしょうが焼きが好きです。
私は新体操を習っていました。
","{'私は姿勢が良いです。': [0, 0, 0], '私は空港会社に勤務しています。': [0, 0, 0], '私には尊敬する先輩がいます。': [0, 0, 0], '私には歳の離れた姉がいます。': [0, 0, 0], '私はしょうが焼きが好きです。': [0, 0, 0], '私は新体操を習っていました。': [0, 0, 0]}"
2974,B,こんばんわ。今お帰りですか。私はこれから仕事です。,"私は外国生まれです。
私が生まれたのは冬です。
私の誕生日は、正月です。
私は彫りの深い顔立ちです。
私には兄がいます。
私の仕事は夜勤です。
私は寒いのが苦手です。
私は姿勢が悪いです。
","{'私は外国生まれです。': [0, 0, 0], '私が生まれたのは冬です。': [0, 0, 0], '私の誕生日は、正月です。': [0, 0, 0], '私は彫りの深い顔立ちです。': [0, 0, 0], '私には兄がいます。': [0, 0, 0], '私の仕事は夜勤です。': [0, 2, 1], '私は寒いのが苦手です。': [0, 0, 0], '私は姿勢が悪いです。': [0, 0, 0]}"
2974,A,お疲れさまです！夜勤なんですか？,"私は姿勢が良いです。
私は空港会社に勤務しています。
私には尊敬する先輩がいます。
私には歳の離れた姉がいます。
私はしょうが焼きが好きです。
私は新体操を習っていました。
","{'私は姿勢が良いです。': [0, 0, 0], '私は空港会社に勤務しています。': [1, 0, 0], '私には尊敬する先輩がいます。': [0, 0, 0], '私には歳の離れた姉がいます。': [0, 0, 0], '私はしょうが焼きが好きです。': [0, 0, 0], '私は新体操を習っていました。': [0, 0, 0]}"
2974,B,ええ、寒いのは堪えますね。私は真冬に産れているので寒さには強い筈なんですが。,"私は外国生まれです。
私が生まれたのは冬です。
私の誕生日は、正月です。
私は彫りの深い顔立ちです。
私には兄がいます。
私の仕事は夜勤です。
私は寒いのが苦手です。
私は姿勢が悪いです。
","{'私は外国生まれです。': [0, 0, 0], '私が生まれたのは冬です。': [2, 2, 2], '私の誕生日は、正月です。': [0, 1, 1], '私は彫りの深い顔立ちです。': [0, 0, 0], '私には兄がいます。': [0, 0, 0], '私の仕事は夜勤です。': [0, 0, 0], '私は寒いのが苦手です。': [1, 2, 1], '私は姿勢が悪いです。': [0, 0, 0]}"
2974,A,そうだったんですね。わたしの年の離れた姉は寒さが苦手で、冬はいつもコタツから一歩も動きませんでしたよ。,"私は姿勢が良いです。
私は空港会社に勤務しています。
私には尊敬する先輩がいます。
私には歳の離れた姉がいます。
私はしょうが焼きが好きです。
私は新体操を習っていました。
","{'私は姿勢が良いです。': [0, 0, 0], '私は空港会社に勤務しています。': [0, 0, 0], '私には尊敬する先輩がいます。': [0, 0, 0], '私には歳の離れた姉がいます。': [2, 2, 2], '私はしょうが焼きが好きです。': [0, 0, 0], '私は新体操を習っていました。': [0, 0, 0]}"
2974,B,それ判ります。兄は日本で産れましたからコタツから出ない。私が産れたのは外国だったのでコタツと言うより暖炉の前から動かない子供だったようです。,"私は外国生まれです。
私が生まれたのは冬です。
私の誕生日は、正月です。
私は彫りの深い顔立ちです。
私には兄がいます。
私の仕事は夜勤です。
私は寒いのが苦手です。
私は姿勢が悪いです。
","{'私は外国生まれです。': [2, 2, 2], '私が生まれたのは冬です。': [0, 0, 0], '私の誕生日は、正月です。': [0, 0, 0], '私は彫りの深い顔立ちです。': [0, 0, 0], '私には兄がいます。': [2, 2, 2], '私の仕事は夜勤です。': [0, 0, 0], '私は寒いのが苦手です。': [1, 1, 1], '私は姿勢が悪いです。': [0, 0, 0]}"
2974,A,それはちょっと可愛いですね。子供の頃と言えば、私は新体操を習っていたせいで、今でも姿勢が良いとよく褒めれるんです。,"私は姿勢が良いです。
私は空港会社に勤務しています。
私には尊敬する先輩がいます。
私には歳の離れた姉がいます。
私はしょうが焼きが好きです。
私は新体操を習っていました。
","{'私は姿勢が良いです。': [2, 2, 2], '私は空港会社に勤務しています。': [0, 0, 0], '私には尊敬する先輩がいます。': [0, 0, 0], '私には歳の離れた姉がいます。': [0, 1, 0], '私はしょうが焼きが好きです。': [0, 0, 0], '私は新体操を習っていました。': [2, 2, 2]}"
2974,B,あ、それは羨ましいなあ。私はこの通り姿勢が悪いですからね、今から整体行っても治らないでしょうねえ。,"私は外国生まれです。
私が生まれたのは冬です。
私の誕生日は、正月です。
私は彫りの深い顔立ちです。
私には兄がいます。
私の仕事は夜勤です。
私は寒いのが苦手です。
私は姿勢が悪いです。
","{'私は外国生まれです。': [0, 0, 0], '私が生まれたのは冬です。': [0, 0, 0], '私の誕生日は、正月です。': [0, 0, 0], '私は彫りの深い顔立ちです。': [0, 0, 0], '私には兄がいます。': [0, 0, 0], '私の仕事は夜勤です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は姿勢が悪いです。': [2, 2, 2]}"
2974,A,諦めずに行ってみたらいかがですか？わたしの勤め先の航空会社にも、猫背の先輩がいますが、最近はヨガを始めたそうで、すっかり見違えるようになりました。,"私は姿勢が良いです。
私は空港会社に勤務しています。
私には尊敬する先輩がいます。
私には歳の離れた姉がいます。
私はしょうが焼きが好きです。
私は新体操を習っていました。
","{'私は姿勢が良いです。': [1, 0, 0], '私は空港会社に勤務しています。': [2, 2, 2], '私には尊敬する先輩がいます。': [1, 0, 1], '私には歳の離れた姉がいます。': [0, 0, 0], '私はしょうが焼きが好きです。': [0, 0, 0], '私は新体操を習っていました。': [0, 0, 0]}"
2974,B,ヨガかあ。それは良いなやってみようかな。どこか紹介して下さればありがたいですが。,"私は外国生まれです。
私が生まれたのは冬です。
私の誕生日は、正月です。
私は彫りの深い顔立ちです。
私には兄がいます。
私の仕事は夜勤です。
私は寒いのが苦手です。
私は姿勢が悪いです。
","{'私は外国生まれです。': [0, 0, 0], '私が生まれたのは冬です。': [0, 0, 0], '私の誕生日は、正月です。': [0, 0, 0], '私は彫りの深い顔立ちです。': [0, 0, 0], '私には兄がいます。': [0, 0, 0], '私の仕事は夜勤です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は姿勢が悪いです。': [0, 0, 0]}"
2974,A,今度聞いてみますね。尊敬してる先輩なので、話ができるキッカケができて、私も嬉しいです。,"私は姿勢が良いです。
私は空港会社に勤務しています。
私には尊敬する先輩がいます。
私には歳の離れた姉がいます。
私はしょうが焼きが好きです。
私は新体操を習っていました。
","{'私は姿勢が良いです。': [0, 0, 0], '私は空港会社に勤務しています。': [0, 0, 0], '私には尊敬する先輩がいます。': [2, 2, 2], '私には歳の離れた姉がいます。': [0, 0, 0], '私はしょうが焼きが好きです。': [0, 0, 0], '私はセラピストに会ったことがありません。': [0, 0, 0]}"
2974,B,ああ、何か道を付けちゃいましたか。お安くないな。,"私は外国生まれです。
私が生まれたのは冬です。
私の誕生日は、正月です。
私は彫りの深い顔立ちです。
私には兄がいます。
私の仕事は夜勤です。
私は寒いのが苦手です。
私は姿勢が悪いです。
","{'私は外国生まれです。': [0, 0, 0], '私が生まれたのは冬です。': [0, 0, 0], '私の誕生日は、正月です。': [0, 0, 0], '私は彫りの深い顔立ちです。': [0, 0, 0], '私には兄がいます。': [0, 0, 0], '私の仕事は夜勤です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私はまだ新生活になれていません。': [0, 0, 0]}"
3008,A,こんにちは。私将来占い師になりたいんだ。あなたは手相占いとか見てもらった事ある？,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はセラピストに会ったことがありません。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [2, 2, 2], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [0, 0, 0], '私はセラピストに会ったことがありません。': [0, 0, 0]}"
3008,B,こんにちは、そうなんですね。手相はデパートの占いコーナーで見てもらったことがありますよ。,"私は、聞き上手と人からよく言われます。
私はセラピストです。
私はスタイルが良いです。
私は食べ歩きが好きです。
私は猫舌で熱いものが苦手です。
","{'私は、聞き上手と人からよく言われます。': [0, 0, 0], '私はセラピストです。': [1, 0, 0], '私はスタイルが良いです。': [0, 0, 0], '私は食べ歩きが好きです。': [0, 0, 0], '私は猫舌で熱いものが苦手です。': [0, 0, 0]}"
3008,A,すごいよね、占い師さんって。私もこの前はじめて見てもらって、それからはまっちゃったの。,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はセラピストに会ったことがありません。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [0, 0, 0], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [0, 0, 0], '私はセラピストに会ったことがありません。': [0, 0, 0]}"
3008,B,よく当たる占い師さんだったんですか？,"私は、聞き上手と人からよく言われます。
私はセラピストです。
私はスタイルが良いです。
私は食べ歩きが好きです。
私は猫舌で熱いものが苦手です。
","{'私は、聞き上手と人からよく言われます。': [0, 0, 0], '私はセラピストです。': [1, 0, 0], '私はスタイルが良いです。': [0, 0, 0], '私は食べ歩きが好きです。': [0, 0, 0], '私は猫舌で熱いものが苦手です。': [0, 0, 0]}"
3008,A,そう、私の性格とか言ってないのにわかるんだよ！すごいよね。,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はセラピストに会ったことがありません。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [0, 0, 0], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [0, 0, 0], '私はセラピストに会ったことがありません。': [0, 0, 0]}"
3008,B,すごいですね。あなたもよく当たる占い師さんになれると良いですね。私はセラピストをしていますが、セラピストと占い師は少し似ているところがあるような気がします。,"私は、聞き上手と人からよく言われます。
私はセラピストです。
私はスタイルが良いです。
私は食べ歩きが好きです。
私は猫舌で熱いものが苦手です。
","{'私は、聞き上手と人からよく言われます。': [1, 0, 1], '私はセラピストです。': [0, 2, 2], '私はスタイルが良いです。': [0, 0, 0], '私は食べ歩きが好きです。': [0, 0, 0], '私は猫舌で熱いものが苦手です。': [0, 0, 0]}"
3008,A,そうなのかな？私、セラピストさんには会ったことないや。学校にスクールカウンセラーっていう人はいるみたいだけど、似てるかな？,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はセラピストに会ったことがありません。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [0, 0, 1], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [0, 0, 0], '私はセラピストに会ったことがありません。': [2, 2, 2]}"
3008,B,人の話を聞いたり、相談に乗ったり、心の癒しになるようにサポートするという意味では、少し似てると思います。私はよく人から聞き上手だと言われます。,"私は、聞き上手と人からよく言われます。
私はセラピストです。
私はスタイルが良いです。
私は食べ歩きが好きです。
私は猫舌で熱いものが苦手です。
","{'私は、聞き上手と人からよく言われます。': [2, 2, 2], '私はセラピストです。': [1, 0, 1], '私はスタイルが良いです。': [0, 0, 0], '私は食べ歩きが好きです。': [0, 0, 0], '私は猫舌で熱いものが苦手です。': [0, 0, 0]}"
3008,A,そうなんだ。それじゃ相談なんだけど、どうしたら人参が食べれるようになるのかな？,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はセラピストに会ったことがありません。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 0, 0], '私は占い師になりたいです。': [0, 0, 0], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [1, 1, 1], '私はセラピストに会ったことがありません。': [0, 0, 0]}"
3008,B,食べ物の好き嫌いですか、人それぞれ好みがあるので難しいですね。料理の仕方を変えてみるとかどうですかね？煮物のニンジンが苦手なら、天ぷらにしてみるとか、甘いものが好きなら、ニンジンケーキにするとか。,"私は、聞き上手と人からよく言われます。
私はセラピストです。
私はスタイルが良いです。
私は食べ歩きが好きです。
私は猫舌で熱いものが苦手です。
","{'私は、聞き上手と人からよく言われます。': [0, 0, 0], '私はセラピストです。': [0, 0, 0], '私はスタイルが良いです。': [0, 0, 1], '私は食べ歩きが好きです。': [0, 0, 1], '私は猫舌で熱いものが苦手です。': [0, 0, 0]}"
3008,A,人参ケーキ！ケーキなら食べれるかな？今度お母さんに作ってもらう事にする。ありがとう！,"私は乙女座です。
私は小学生です。
私は占い師になりたいです。
私は身長が低いです。
私はニンジンが嫌いです。
私はセラピストに会ったことがありません。
","{'私は乙女座です。': [0, 0, 0], '私は小学生です。': [0, 1, 0], '私は占い師になりたいです。': [0, 0, 0], '私は身長が低いです。': [0, 0, 0], '私はニンジンが嫌いです。': [1, 1, 1], '私の趣味はスイーツづくりです。': [0, 0, 2]}"
3008,B,ぜひ、試してみてください。,"私は、聞き上手と人からよく言われます。
私はセラピストです。
私はスタイルが良いです。
私は食べ歩きが好きです。
私は猫舌で熱いものが苦手です。
","{'私は、聞き上手と人からよく言われます。': [0, 0, 0], '私はセラピストです。': [2, 0, 0], '私はスタイルが良いです。': [0, 0, 0], '私は食べ歩きが好きです。': [0, 0, 0], '私はプールの塩素の匂いを懐かしく感じます。': [0, 0, 0]}"
3012,A,こんにちは、今日は一段と寒いですね。早起きが苦手なので、朝寒いとなおさら起きるのが嫌になりますね。,"私は早起きが苦手です。
私は高校生です。
私はピーマンが嫌いです。
私はおばあちゃん子です。
私は陸上部に入っています。
私はあまり地元から出たことがありません。
私は東京の大学に行きたいと思っています。
","{'私は早起きが苦手です。': [2, 2, 2], '私は高校生です。': [0, 0, 0], '私はピーマンが嫌いです。': [0, 0, 0], '私はおばあちゃん子です。': [0, 0, 0], '私は陸上部に入っています。': [0, 0, 0], '私はあまり地元から出たことがありません。': [0, 0, 0], '私は東京の大学に行きたいと思っています。': [0, 0, 0]}"
3012,B,こんにちわ、本当ですね。私も布団から出るのすごく嫌でした。,"私は愛媛から転校してきました。
私は中学生です。
私の家は、母一人子一人です。
私は暗い場所が苦手です。
私はホラー映画が苦手です。
私は寒いのが苦手です。
私は部活をしていません。
私はまだ新生活になれていません。
","{'私は愛媛から転校してきました。': [0, 0, 0], '私は中学生です。': [0, 0, 0], '私の家は、母一人子一人です。': [0, 0, 0], '私は暗い場所が苦手です。': [0, 0, 0], '私はホラー映画が苦手です。': [0, 0, 0], '私は寒いのが苦手です。': [2, 0, 1], '私は部活をしていません。': [0, 0, 0], '私はまだ新生活になれていません。': [1, 0, 0]}"
3012,A,私は、高校生なので、今は本当に毎日が朝起きるのがキツイです。ちなみに陸上部で、夕方にマラソン走るのも、キツイです。あなたは何かスポーツされてますか？,"私は早起きが苦手です。
私は高校生です。
私はピーマンが嫌いです。
私はおばあちゃん子です。
私は陸上部に入っています。
私はあまり地元から出たことがありません。
私は東京の大学に行きたいと思っています。
","{'私は早起きが苦手です。': [1, 1, 1], '私は高校生です。': [2, 2, 2], '私はピーマンが嫌いです。': [0, 0, 0], '私はおばあちゃん子です。': [0, 0, 0], '私は陸上部に入っています。': [2, 2, 2], '私はあまり地元から出たことがありません。': [0, 0, 0], '私は東京の大学に行きたいと思っています。': [0, 0, 0]}"
3012,B,私は中学生です。愛媛から転校してきたばかりで、まだ部活はしてないんです。毎日マラソンなんて大変ですね。,"私は愛媛から転校してきました。
私は中学生です。
私の家は、母一人子一人です。
私は暗い場所が苦手です。
私はホラー映画が苦手です。
私は寒いのが苦手です。
私は部活をしていません。
私はまだ新生活になれていません。
","{'私は愛媛から転校してきました。': [2, 2, 2], '私は中学生です。': [2, 2, 2], '私の家は、母一人子一人です。': [0, 0, 0], '私は暗い場所が苦手です。': [0, 0, 0], '私はホラー映画が苦手です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は部活をしていません。': [2, 2, 2], '私はまだ新生活になれていません。': [2, 0, 1]}"
3012,A,歳近いですね。マラソンは部活でなければやってません。転校してきたばかりだと、まだ生活に馴染めなさそうですね？,"私は早起きが苦手です。
私は高校生です。
私はピーマンが嫌いです。
私はおばあちゃん子です。
私は陸上部に入っています。
私はあまり地元から出たことがありません。
私は東京の大学に行きたいと思っています。
","{'私は早起きが苦手です。': [0, 0, 0], '私は高校生です。': [1, 0, 1], '私はピーマンが嫌いです。': [0, 0, 0], '私はおばあちゃん子です。': [0, 0, 0], '私は陸上部に入っています。': [2, 1, 1], '私はあまり地元から出たことがありません。': [0, 0, 0], '私は東京の大学に行きたいと思っています。': [0, 0, 0]}"
3012,B,そうですね。まだ土地も学校も慣れていないことばかりです。,"私は愛媛から転校してきました。
私は中学生です。
私の家は、母一人子一人です。
私は暗い場所が苦手です。
私はホラー映画が苦手です。
私は寒いのが苦手です。
私は部活をしていません。
私はまだ新生活になれていません。
","{'私は愛媛から転校してきました。': [0, 0, 1], '私は中学生です。': [0, 0, 1], '私の家は、母一人子一人です。': [0, 0, 0], '私は暗い場所が苦手です。': [0, 0, 0], '私はホラー映画が苦手です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は部活をしていません。': [0, 0, 1], '私はまだ新生活になれていません。': [2, 1, 2]}"
3012,A,徐々に馴れていくしかないですね。私はおばあちゃん子の実家ぐらしで、あまり地元からだたことがないので、ちょっと羨ましいです。,"私は早起きが苦手です。
私は高校生です。
私はピーマンが嫌いです。
私はおばあちゃん子です。
私は陸上部に入っています。
私はあまり地元から出たことがありません。
私は東京の大学に行きたいと思っています。
","{'私は早起きが苦手です。': [0, 0, 0], '私は高校生です。': [0, 0, 0], '私はピーマンが嫌いです。': [0, 0, 0], '私はおばあちゃん子です。': [2, 2, 2], '私は陸上部に入っています。': [0, 0, 0], '私はあまり地元から出たことがありません。': [2, 2, 2], '私は東京の大学に行きたいと思っています。': [0, 0, 0]}"
3012,B,私の家は母1人子1人の母子家庭です。引っ越しは嫌でしたが、確かに、色々な地域を見られるという面もあります。,"私は愛媛から転校してきました。
私は中学生です。
私の家は、母一人子一人です。
私は暗い場所が苦手です。
私はホラー映画が苦手です。
私は寒いのが苦手です。
私は部活をしていません。
私はまだ新生活になれていません。
","{'私は愛媛から転校してきました。': [0, 0, 1], '私は中学生です。': [0, 0, 1], '私の家は、母一人子一人です。': [2, 2, 2], '私は暗い場所が苦手です。': [0, 0, 0], '私はホラー映画が苦手です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は部活をしていません。': [0, 0, 0], '私はまだ新生活になれていません。': [1, 0, 1]}"
3012,A,それは楽しそうですね。私も高校卒業したら、大学は違う場所に行きたいと思っています。出来れば東京にいきたいと思っています。,"私は早起きが苦手です。
私は高校生です。
私はピーマンが嫌いです。
私はおばあちゃん子です。
私は陸上部に入っています。
私はあまり地元から出たことがありません。
私は東京の大学に行きたいと思っています。
","{'私は早起きが苦手です。': [0, 0, 0], '私は高校生です。': [2, 2, 2], '私はピーマンが嫌いです。': [0, 0, 0], '私はおばあちゃん子です。': [0, 0, 0], '私は陸上部に入っています。': [0, 0, 0], '私はあまり地元から出たことがありません。': [0, 0, 0], '私は東京の大学に行きたいと思っています。': [2, 2, 2]}"
3012,B,東京良いですね！私も東京行ってみたいです！,"私は愛媛から転校してきました。
私は中学生です。
私の家は、母一人子一人です。
私は暗い場所が苦手です。
私はホラー映画が苦手です。
私は寒いのが苦手です。
私は部活をしていません。
私はまだ新生活になれていません。
","{'私は愛媛から転校してきました。': [0, 0, 1], '私は中学生です。': [0, 0, 0], '私の家は、母一人子一人です。': [0, 0, 0], '私は暗い場所が苦手です。': [0, 0, 0], '私はホラー映画が苦手です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は部活をしていません。': [0, 0, 0], '私はまだ新生活になれていません。': [0, 0, 0]}"
3012,A,じゃ、お互いのこれからの目標と言うことで、勉強がんまりましょう！,"私は早起きが苦手です。
私は高校生です。
私はピーマンが嫌いです。
私はおばあちゃん子です。
私は陸上部に入っています。
私はあまり地元から出たことがありません。
私は東京の大学に行きたいと思っています。
","{'私は早起きが苦手です。': [0, 0, 0], '私は高校生です。': [0, 0, 0], '私はピーマンが嫌いです。': [0, 0, 0], '私はおばあちゃん子です。': [0, 0, 0], '私は陸上部に入っています。': [0, 0, 0], '私はあまり地元から出たことがありません。': [0, 0, 1], '私は結婚していません。': [0, 0, 0]}"
3012,B,はい頑張ります！,"私は愛媛から転校してきました。
私は中学生です。
私の家は、母一人子一人です。
私は暗い場所が苦手です。
私はホラー映画が苦手です。
私は寒いのが苦手です。
私は部活をしていません。
私はまだ新生活になれていません。
","{'私は愛媛から転校してきました。': [0, 0, 1], '私は中学生です。': [0, 0, 0], '私の家は、母一人子一人です。': [0, 0, 0], '私は暗い場所が苦手です。': [0, 0, 0], '私はホラー映画が苦手です。': [0, 0, 0], '私は寒いのが苦手です。': [0, 0, 0], '私は部活をしていません。': [0, 0, 0], '私は都会での生活に憧れています。': [0, 0, 1]}"
3040,A,私は大阪の田舎に住んでいます。あなたはお住いはどちらですか,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は大阪に住んでいます。
私は結婚しています。
私はパートナーとは趣味を通じて会いました。
私はマッチングアプリを使ったことがあります。
","{'私は田舎に住んでいます。': [2, 2, 2], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は大阪に住んでいます。': [2, 2, 2], '私は結婚しています。': [0, 0, 0], '私はパートナーとは趣味を通じて会いました。': [0, 0, 0], '私はマッチングアプリを使ったことがあります。': [0, 0, 0]}"
3040,B,私は神戸だから結構近いですね。大阪にも友達がいるのでたまに行きますよ。,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は神戸に住んでいます。
私は結婚していません。
","{'私はブライダル関係の会社に勤務しています。': [0, 0, 0], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [0, 0, 0], '私は人と話すのが好きです。': [0, 0, 0], '私は雨の日が好きです。': [0, 0, 0], '私は神戸に住んでいます。': [2, 2, 2], '私は結婚していません。': [0, 0, 0]}"
3040,A,そうなんですね。お仕事はなにをされているんですか,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は大阪に住んでいます。
私は結婚しています。
私はパートナーとは趣味を通じて会いました。
私はマッチングアプリを使ったことがあります。
","{'私は田舎に住んでいます。': [0, 0, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は大阪に住んでいます。': [0, 0, 0], '私は結婚しています。': [0, 0, 0], '私はパートナーとは趣味を通じて会いました。': [0, 0, 0], '私はマッチングアプリを使ったことがあります。': [0, 0, 0]}"
3040,B,ブライダルプランナーの仕事をしているの。あなたはご結婚されていますか？,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は神戸に住んでいます。
私は結婚していません。
","{'私はブライダル関係の会社に勤務しています。': [2, 1, 2], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [0, 0, 0], '私は人と話すのが好きです。': [0, 0, 0], '私は雨の日が好きです。': [0, 0, 0], '私は神戸に住んでいます。': [0, 0, 0], '私は結婚していません。': [1, 0, 0]}"
3040,A,はい、結婚しています。あなたはご結婚はされているんですか,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は大阪に住んでいます。
私は結婚しています。
私はパートナーとは趣味を通じて会いました。
私はマッチングアプリを使ったことがあります。
","{'私は田舎に住んでいます。': [0, 0, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は大阪に住んでいます。': [0, 0, 0], '私は結婚しています。': [2, 2, 2], '私はパートナーとは趣味を通じて会いました。': [0, 0, 0], '私はマッチングアプリを使ったことがあります。': [0, 0, 0]}"
3040,B,私はまだなんです。恋人募集中ですよ。誰かいい人いませんかね？,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は神戸に住んでいます。
私は結婚していません。
","{'私はブライダル関係の会社に勤務しています。': [1, 0, 0], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [0, 0, 0], '私は人と話すのが好きです。': [0, 0, 0], '私は雨の日が好きです。': [0, 0, 0], '私は神戸に住んでいます。': [0, 0, 0], '私は結婚していません。': [2, 2, 2]}"
3040,A,私は趣味のガーデニングでお店の人と知り合って結婚したんですよ。何かご趣味とかはおありなんですか,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は大阪に住んでいます。
私は結婚しています。
私はパートナーとは趣味を通じて会いました。
私はマッチングアプリを使ったことがあります。
","{'私は田舎に住んでいます。': [0, 0, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [2, 2, 2], '私は狭い場所が苦手です。': [0, 0, 0], '私は大阪に住んでいます。': [0, 0, 0], '私は結婚しています。': [2, 2, 2], '私はパートナーとは趣味を通じて会いました。': [2, 2, 2], '私はマッチングアプリを使ったことがあります。': [0, 0, 0]}"
